KS1295[%]	6082[%]	2024[%]	bat-box[%]	3003[%]	4032[%]	Al	Si	Cu	Ni	Mg	Mn	Fe	Cr	Ti	Zr	V	Zn	Vf_FCC_A1	Vf_DIAMOND_A4	Vf_AL15SI2M4	Vf_AL3X	Vf_AL6MN	Vf_MG2ZN3	Vf_AL3NI2	Vf_AL3NI_D011	Vf_AL7CU4NI	Vf_AL2CU_C16	Vf_Q_ALCUMGSI	Vf_AL7CU2FE	Vf_MG2SI_C1	Vf_AL9FE2SI2	Vf_AL18FE2MG7SI10	eut. frac.[%]	eut. T (C)	T_FCC_A1	T_DIAMOND_A4	T_AL15SI2M4	T_AL3X	T_AL6MN	T_MG2ZN3	T_AL3NI2	T_AL3NI_D011	T_AL7CU4NI	T_AL2CU_C16	T_Q_ALCUMGSI	T_AL7CU2FE	T_MG2SI_C1	T_AL9FE2SI2	T_AL18FE2MG7SI10	T(liqu)	T(sol)	delta_T	delta_T_FCC	delta_T_Al15Si2M4	delta_T_Si	CSC	YS(MPa)	hardness(Vickers)	CTEvol(1/K)(20.0-300.0C)	Density(g/cm3)	Volume(m3/mol)	El.conductivity(S/m)	El. resistivity(ohm m)	heat capacity(J/(mol K))	Therm.conductivity(W/(mK))	Therm. diffusivity(m2/s)	Therm.resistivity(mK/W)	Linear thermal expansion (1/K)(20.0-300.0C)	Technical thermal expansion (1/K)(20.0-300.0C)
0.0696	37.47577	21.29501	11.06266	17.05097	13.046	94.21856	2.2873	1.15619	0.18581	0.78069	0.67163	0.40011	0.07797	0.05525	0.02652	0.02652	0.16589	91.66976	1.11119	2.28429	nan	2.01578	nan	0.49988	0.20446	0.4328	0.01712	0.3125	0.01608	0.36638	0.38022	0.14116	41.60299	607.5554	639.32935	404.65627	652.22915	385.24856	481.4911	nan	542.34284	418.36847	464.51055	258.49167	428.28089	553.2775	542.05327	360.10952	474.61978	658.38215	541.5262	116.85595	87.43463	116.85595	16.74913	0.51864	59.58915	18.22849	7.97E-05	2.68955	1.02E-05	1.35E+07	7.44E-08	27.726	183.97872	6.76E-05	0.00544	2.66E-05	2.42E-05
0.07	38.17722	20.78585	11.26207	17.52436	12.1805	94.35735	2.18926	1.1258	0.17461	0.7746	0.679	0.3986	0.0782	0.0548	0.0266	0.0266	0.1636	91.84854	1.03448	2.28019	nan	2.01575	nan	0.50699	0.17939	0.40776	0.0165	0.30825	0.0165	0.361	0.37961	0.13476	40.86589	608.37744	640.09479	398.44591	651.61581	385.22052	481.88987	nan	542.42627	420.54893	468.4585	257.41615	426.73762	553.27201	542.11789	356.73562	472.80475	658.02496	541.81489	116.21007	87.47975	116.21007	16.6449	0.5224	59.63853	18.24358	7.98E-05	2.6892	1.02E-05	1.35E+07	7.42E-08	27.73	184.43989	6.77E-05	0.00543	2.66E-05	2.43E-05
0.0704	37.0625	20.57251	11.36669	18.0318	12.8962	94.28017	2.26819	1.12246	0.18358	0.771	0.67643	0.4026	0.07709	0.0542	0.0267	0.0267	0.16274	91.76807	1.14816	2.26248	nan	2.01572	nan	0.49645	0.26234	0.42009	0.01656	0.30767	0.01596	0.36727	0.38915	0.14242	42.13869	608.71431	639.50509	399.74213	651.69812	385.39417	482.28865	nan	541.39012	421.01684	464.88374	256.56309	425.83238	553.26652	539.46278	360.19197	474.35903	657.96769	541.66029	116.30767	87.11641	116.30767	16.49776	0.52469	59.53725	18.2126	7.97E-05	2.68907	1.02E-05	1.35E+07	7.43E-08	27.727	184.28729	6.77E-05	0.00544	2.66E-05	2.43E-05
0.0708	35.94777	20.35917	11.47131	18.53924	13.61191	94.20299	2.34712	1.11911	0.19256	0.76741	0.67386	0.40659	0.07598	0.0536	0.02679	0.02679	0.16187	91.6876	1.26184	2.24477	nan	2.01569	nan	0.4859	0.34529	0.43242	0.01662	0.30708	0.01542	0.37354	0.3987	0.15008	43.41148	609.05118	638.91539	401.03836	651.78043	385.56781	482.68742	nan	540.35397	421.48474	461.30899	255.71003	424.92715	553.26104	536.80767	363.64831	475.91331	657.91043	541.50569	116.40527	86.75308	116.40527	16.35063	0.52697	59.43598	18.18163	7.97E-05	2.68894	1.02E-05	1.35E+07	7.44E-08	27.724	184.13469	6.76E-05	0.00544	2.66E-05	2.42E-05
0.0712	34.83305	20.14583	11.57593	19.04668	14.32761	94.12582	2.42605	1.11577	0.20153	0.76382	0.67129	0.41059	0.07488	0.05299	0.02689	0.02689	0.16101	91.60712	1.37551	2.22706	nan	2.01566	nan	0.47535	0.42823	0.44475	0.01668	0.3065	0.01488	0.3798	0.40824	0.15775	44.68428	609.38806	638.32569	402.33458	651.86274	385.74146	483.08619	nan	539.31782	421.95265	457.73423	254.85696	424.02192	553.25555	534.15256	367.10466	477.46759	657.85316	541.35109	116.50287	86.38974	116.50287	16.2035	0.52926	59.33471	18.15066	7.96E-05	2.68882	1.02E-05	1.35E+07	7.45E-08	27.721	183.98209	6.76E-05	0.00545	2.65E-05	2.42E-05
0.0716	33.71832	19.93249	11.68055	19.55412	15.04331	94.04864	2.50498	1.11243	0.21051	0.76022	0.66872	0.41459	0.07377	0.05239	0.02698	0.02698	0.16014	91.52665	1.48919	2.20936	nan	2.01563	nan	0.46481	0.51118	0.45708	0.01674	0.30592	0.01434	0.38607	0.41779	0.16541	45.95707	609.72493	637.73599	403.63081	651.94505	385.9151	483.48497	nan	538.28167	422.42056	454.15948	254.0039	423.11668	553.25006	531.49745	370.561	479.02187	657.79589	541.19649	116.60047	86.02641	116.60047	16.05636	0.53155	59.23343	18.11968	7.95E-05	2.68869	1.02E-05	1.34E+07	7.46E-08	27.718	183.82949	6.76E-05	0.00545	2.65E-05	2.42E-05
0.072	32.6036	19.71915	11.78518	20.06157	15.75902	93.97146	2.58392	1.10909	0.21949	0.75663	0.66615	0.41858	0.07266	0.05179	0.02708	0.02708	0.15928	91.44617	1.60287	2.19165	nan	2.0156	nan	0.45426	0.59413	0.46941	0.0168	0.30533	0.0138	0.39234	0.42734	0.17307	47.22987	610.0618	637.14629	404.92703	652.02736	386.08875	483.88374	nan	537.24552	422.88847	450.58473	253.15084	422.21145	553.24457	528.84234	374.01735	480.57615	657.73863	541.04189	116.69807	85.66307	116.69807	15.90923	0.53383	59.13216	18.08871	7.95E-05	2.68856	1.02E-05	1.34E+07	7.47E-08	27.715	183.67689	6.75E-05	0.00546	2.65E-05	2.42E-05
0.0724	31.48887	19.50581	11.8898	20.56901	16.47472	93.89429	2.66285	1.10575	0.22846	0.75303	0.66358	0.42258	0.07155	0.05119	0.02718	0.02718	0.15842	91.3657	1.71655	2.17394	nan	2.01557	nan	0.44371	0.67707	0.48174	0.01686	0.30475	0.01326	0.3986	0.43688	0.18074	48.50266	610.39868	636.55659	406.22326	652.10967	386.26239	484.28252	nan	536.20937	423.35637	447.00997	252.29777	421.30621	553.23908	526.18723	377.47369	482.13043	657.68136	540.88729	116.79567	85.29974	116.79567	15.76209	0.53612	59.03088	18.05773	7.94E-05	2.68843	1.02E-05	1.34E+07	7.48E-08	27.712	183.52429	6.75E-05	0.00546	2.65E-05	2.41E-05
0.0728	30.37415	19.29246	11.99442	21.07645	17.19042	93.81711	2.74178	1.1024	0.23744	0.74944	0.66101	0.42657	0.07044	0.05059	0.02727	0.02727	0.15755	91.28522	1.83022	2.15623	nan	2.01554	nan	0.43317	0.76002	0.49407	0.01692	0.30417	0.01272	0.40487	0.44643	0.1884	49.77546	610.73555	635.96688	407.51948	652.19198	386.43603	484.68129	nan	535.17322	423.82428	443.43522	251.44471	420.40098	553.23359	523.53212	380.93004	483.68471	657.62409	540.73269	116.89327	84.9364	116.89327	15.61496	0.53841	58.92961	18.02676	7.93E-05	2.6883	1.02E-05	1.34E+07	7.49E-08	27.709	183.37169	6.74E-05	0.00547	2.64E-05	2.41E-05
0.0732	29.25942	19.07912	12.09904	21.58389	17.90612	93.73994	2.82071	1.09906	0.24641	0.74585	0.65844	0.43057	0.06934	0.04998	0.02737	0.02737	0.15669	91.20475	1.9439	2.13852	nan	2.01551	nan	0.42262	0.84297	0.5064	0.01698	0.30358	0.01218	0.41114	0.45597	0.19606	51.04825	611.07242	635.37718	408.81571	652.27429	386.60968	485.08006	nan	534.13707	424.29219	439.86046	250.59165	419.49575	553.22811	520.87701	384.38639	485.23899	657.56682	540.57809	116.99087	84.57307	116.99087	15.46783	0.54069	58.82833	17.99579	7.92E-05	2.68818	1.02E-05	1.34E+07	7.50E-08	27.706	183.21909	6.74E-05	0.00547	2.64E-05	2.41E-05
0.0736	28.1447	18.86578	12.20366	22.09133	18.62183	93.66276	2.89965	1.09572	0.25539	0.74225	0.65587	0.43457	0.06823	0.04938	0.02746	0.02746	0.15582	91.12427	2.05758	2.12081	nan	2.01548	nan	0.41207	0.92591	0.51873	0.01704	0.303	0.01164	0.4174	0.46552	0.20373	52.32105	611.4093	634.78748	410.11193	652.3566	386.78332	485.47884	nan	533.10092	424.7601	436.28571	249.73858	418.59051	553.22262	518.2219	387.84273	486.79327	657.50956	540.42349	117.08847	84.20973	117.08847	15.32069	0.54298	58.72706	17.96481	7.92E-05	2.68805	1.02E-05	1.34E+07	7.51E-08	27.703	183.06649	6.73E-05	0.00548	2.64E-05	2.41E-05
0.074	27.02998	18.65244	12.30828	22.59878	19.33753	93.58558	2.97858	1.09238	0.26437	0.73866	0.6533	0.43856	0.06712	0.04878	0.02756	0.02756	0.15496	91.0438	2.17126	2.10311	nan	2.01545	nan	0.40153	1.00886	0.53106	0.0171	0.30242	0.0111	0.42367	0.47507	0.21139	53.59384	611.74617	634.19778	411.40816	652.43891	386.95697	485.87761	nan	532.06477	425.22801	432.71095	248.88552	417.68528	553.21713	515.56679	391.29908	488.34755	657.45229	540.26889	117.18607	83.8464	117.18607	15.17356	0.54527	58.62579	17.93384	7.91E-05	2.68792	1.02E-05	1.34E+07	7.52E-08	27.7	182.91389	6.73E-05	0.00549	2.64E-05	2.41E-05
0.0744	25.91525	18.4391	12.4129	23.10622	20.05323	93.50841	3.05751	1.08904	0.27334	0.73506	0.65073	0.44256	0.06601	0.04818	0.02766	0.02766	0.1541	90.96333	2.28494	2.0854	nan	2.01542	nan	0.39098	1.09181	0.54339	0.01716	0.30183	0.01056	0.42994	0.48461	0.21905	54.86664	612.08304	633.60808	412.70438	652.52122	387.13061	486.27639	nan	531.02862	425.69591	429.1362	248.03246	416.78005	553.21164	512.91167	394.75542	489.90183	657.39502	540.11428	117.28367	83.48306	117.28367	15.02642	0.54755	58.52451	17.90286	7.90E-05	2.68779	1.02E-05	1.33E+07	7.53E-08	27.697	182.76129	6.73E-05	0.00549	2.63E-05	2.40E-05
0.0748	24.80053	18.22576	12.51752	23.61366	20.76894	93.43123	3.13644	1.08569	0.28232	0.73147	0.64816	0.44655	0.0649	0.04758	0.02775	0.02775	0.15323	90.88285	2.39861	2.06769	nan	2.01539	nan	0.38043	1.17476	0.55572	0.01722	0.30125	0.01002	0.4362	0.49416	0.22672	56.13943	612.41992	633.01838	414.00061	652.60353	387.30426	486.67516	nan	529.99246	426.16382	425.56145	247.17939	415.87481	553.20615	510.25656	398.21177	491.45611	657.33776	539.95968	117.38127	83.11973	117.38127	14.87929	0.54984	58.42324	17.87189	7.89E-05	2.68766	1.02E-05	1.33E+07	7.54E-08	27.694	182.60869	6.72E-05	0.0055	2.63E-05	2.40E-05
0.0752	23.6858	18.01242	12.62214	24.1211	21.48464	93.35405	3.21538	1.08235	0.29129	0.72788	0.64559	0.45055	0.0638	0.04697	0.02785	0.02785	0.15237	90.80238	2.51229	2.04998	nan	2.01536	nan	0.36989	1.2577	0.56805	0.01728	0.30067	0.00948	0.44247	0.50371	0.23438	57.41223	612.75679	632.42868	415.29683	652.68584	387.4779	487.07394	nan	528.95631	426.63173	421.98669	246.32633	414.96958	553.20066	507.60145	401.66812	493.01039	657.28049	539.80508	117.47887	82.75639	117.47887	14.73216	0.55213	58.32196	17.84091	7.89E-05	2.68754	1.02E-05	1.33E+07	7.55E-08	27.691	182.45609	6.72E-05	0.0055	2.63E-05	2.40E-05
0.0756	22.57108	17.79908	12.72676	24.62854	22.20034	93.27688	3.29431	1.07901	0.30027	0.72428	0.64302	0.45455	0.06269	0.04637	0.02794	0.02794	0.1515	90.7219	2.62597	2.03227	nan	2.01533	nan	0.35934	1.34065	0.58038	0.01734	0.30008	0.00894	0.44874	0.51325	0.24204	58.68502	613.09366	631.83898	416.59306	652.76815	387.65155	487.47271	nan	527.92016	427.09964	418.41194	245.47327	414.06435	553.19517	504.94634	405.12446	494.56467	657.22322	539.65048	117.57647	82.39306	117.57647	14.58502	0.55441	58.22069	17.80994	7.88E-05	2.68741	1.02E-05	1.33E+07	7.56E-08	27.688	182.30348	6.71E-05	0.00551	2.63E-05	2.40E-05
0.076	21.45635	17.58574	12.83138	25.13599	22.91604	93.1997	3.37324	1.07567	0.30925	0.72069	0.64045	0.45854	0.06158	0.04577	0.02804	0.02804	0.15064	90.64143	2.73965	2.01457	nan	2.0153	nan	0.34879	1.4236	0.59271	0.0174	0.2995	0.0084	0.455	0.5228	0.24971	59.95782	613.43054	631.24928	417.88929	652.85046	387.82519	487.87148	nan	526.88401	427.56755	414.83718	244.6202	413.15911	553.18969	502.29123	408.58081	496.11895	657.16596	539.49588	117.67407	82.02972	117.67407	14.43789	0.5567	58.11941	17.77897	7.87E-05	2.68728	1.02E-05	1.33E+07	7.57E-08	27.685	182.15088	6.71E-05	0.00551	2.62E-05	2.39E-05
0.0764	20.34163	17.3724	12.936	25.64343	23.63175	93.12253	3.45217	1.07233	0.31822	0.71709	0.63788	0.46254	0.06047	0.04517	0.02814	0.02814	0.14978	90.56095	2.85332	1.99686	nan	2.01527	nan	0.33825	1.50654	0.60504	0.01746	0.29892	0.00786	0.46127	0.53234	0.25737	61.23061	613.76741	630.65958	419.18551	652.93277	387.99884	488.27026	nan	525.84786	428.03545	411.26243	243.76714	412.25388	553.1842	499.63612	412.03715	497.67323	657.10869	539.34128	117.77167	81.66639	117.77167	14.29075	0.55899	58.01814	17.74799	7.87E-05	2.68715	1.02E-05	1.33E+07	7.58E-08	27.682	181.99828	6.70E-05	0.00552	2.62E-05	2.39E-05
0.0768	19.2269	17.15906	13.04062	26.15087	24.34745	93.04535	3.5311	1.06898	0.3272	0.7135	0.63531	0.46654	0.05936	0.04457	0.02823	0.02823	0.14891	90.48048	2.967	1.97915	nan	2.01524	nan	0.3277	1.58949	0.61737	0.01752	0.29833	0.00732	0.46754	0.54189	0.26503	62.50341	614.10428	630.06988	420.48174	653.01508	388.17248	488.66903	nan	524.81171	428.50336	407.68767	242.91407	411.34864	553.17871	496.98101	415.4935	499.22751	657.05142	539.18668	117.86927	81.30305	117.86927	14.14362	0.56127	57.91686	17.71702	7.86E-05	2.68702	1.02E-05	1.33E+07	7.59E-08	27.679	181.84568	6.70E-05	0.00553	2.62E-05	2.39E-05
0.0772	18.11218	16.94572	13.14524	26.65831	25.06315	92.96817	3.61004	1.06564	0.33617	0.70991	0.63274	0.47053	0.05826	0.04396	0.02833	0.02833	0.14805	90.40001	3.08068	1.96144	nan	2.01521	nan	0.31715	1.67244	0.6297	0.01758	0.29775	0.00678	0.4738	0.55144	0.2727	63.7762	614.44116	629.48018	421.77796	653.09739	388.34613	489.06781	nan	523.77556	428.97127	404.11292	242.06101	410.44341	553.17322	494.3259	418.94984	500.78179	656.99416	539.03208	117.96688	80.93972	117.96688	13.99649	0.56356	57.81559	17.68604	7.85E-05	2.6869	1.02E-05	1.32E+07	7.60E-08	27.676	181.69308	6.69E-05	0.00553	2.62E-05	2.39E-05
0.0776	16.99745	16.73237	13.24986	27.16575	25.77886	92.891	3.68897	1.0623	0.34515	0.70631	0.63017	0.47453	0.05715	0.04336	0.02842	0.02842	0.14718	90.31953	3.19436	1.94373	nan	2.01518	nan	0.30661	1.75538	0.64203	0.01764	0.29717	0.00624	0.48007	0.56098	0.28036	65.049	614.77803	628.89048	423.07419	653.1797	388.51977	489.46658	nan	522.73941	429.43918	400.53817	241.20795	409.53818	553.16773	491.67079	422.40619	502.33607	656.93689	538.87748	118.06448	80.57638	118.06448	13.84935	0.56585	57.71432	17.65507	7.84E-05	2.68677	1.02E-05	1.32E+07	7.61E-08	27.673	181.54048	6.69E-05	0.00554	2.61E-05	2.39E-05
0.078	15.88273	16.51903	13.35448	27.6732	26.49456	92.81382	3.7679	1.05896	0.35413	0.70272	0.6276	0.47852	0.05604	0.04276	0.02852	0.02852	0.14632	90.23906	3.30804	1.92603	nan	2.01515	nan	0.29606	1.83833	0.65436	0.0177	0.29658	0.0057	0.48634	0.57053	0.28802	66.32179	615.1149	628.30078	424.37041	653.26201	388.69342	489.86535	nan	521.70326	429.90708	396.96341	240.35488	408.63294	553.16224	489.01568	425.86254	503.89035	656.87962	538.72288	118.16208	80.21305	118.16208	13.70222	0.56813	57.61304	17.6241	7.84E-05	2.68664	1.02E-05	1.32E+07	7.62E-08	27.67	181.38788	6.69E-05	0.00554	2.61E-05	2.38E-05
0.0784	14.76801	16.30569	13.4591	28.18064	27.21026	92.73664	3.84683	1.05562	0.3631	0.69912	0.62503	0.48252	0.05493	0.04216	0.02862	0.02862	0.14546	90.15858	3.42171	1.90832	nan	2.01512	nan	0.28551	1.92128	0.66669	0.01776	0.296	0.00516	0.4926	0.58007	0.29569	67.59459	615.45178	627.71108	425.66664	653.34432	388.86706	490.26413	nan	520.66711	430.37499	393.38866	239.50182	407.72771	553.15675	486.36057	429.31888	505.44463	656.82236	538.56828	118.25968	79.84972	118.25968	13.55508	0.57042	57.51177	17.59312	7.83E-05	2.68651	1.02E-05	1.32E+07	7.63E-08	27.667	181.23528	6.68E-05	0.00555	2.61E-05	2.38E-05
0.0788	13.65328	16.09235	13.56372	28.68808	27.92596	92.65947	3.92577	1.05227	0.37208	0.69553	0.62246	0.48652	0.05382	0.04156	0.02871	0.02871	0.14459	90.07811	3.53539	1.89061	nan	2.01509	nan	0.27497	2.00423	0.67902	0.01782	0.29542	0.00462	0.49887	0.58962	0.30335	68.86738	615.78865	627.12138	426.96286	653.42663	389.0407	490.6629	nan	519.63096	430.8429	389.8139	238.64876	406.82248	553.15127	483.70546	432.77523	506.9989	656.76509	538.41368	118.35728	79.48638	118.35728	13.40795	0.57271	57.41049	17.56215	7.82E-05	2.68638	1.02E-05	1.32E+07	7.64E-08	27.664	181.08268	6.68E-05	0.00555	2.61E-05	2.38E-05
0.0792	12.53856	15.87901	13.66834	29.19552	28.64167	92.58229	4.0047	1.04893	0.38106	0.69194	0.61989	0.49051	0.05272	0.04095	0.02881	0.02881	0.14373	89.99763	3.64907	1.8729	nan	2.01506	nan	0.26442	2.08717	0.69135	0.01788	0.29483	0.00408	0.50514	0.59917	0.31101	70.14018	616.12552	626.53168	428.25909	653.50895	389.21435	491.06168	nan	518.59481	431.31081	386.23915	237.79569	405.91724	553.14578	481.05035	436.23157	508.55318	656.70782	538.25908	118.45488	79.12305	118.45488	13.26082	0.57499	57.30922	17.53117	7.82E-05	2.68626	1.02E-05	1.32E+07	7.65E-08	27.661	180.93008	6.67E-05	0.00556	2.61E-05	2.38E-05
0.0796	11.42383	15.66567	13.77296	29.70296	29.35737	92.50511	4.08363	1.04559	0.39003	0.68834	0.61732	0.49451	0.05161	0.04035	0.0289	0.0289	0.14286	89.91716	3.76275	1.85519	nan	2.01503	nan	0.25387	2.17012	0.70368	0.01794	0.29425	0.00354	0.5114	0.60871	0.31868	71.41297	616.4624	625.94198	429.55531	653.59126	389.38799	491.46045	nan	517.55866	431.77872	382.66439	236.94263	405.01201	553.14029	478.39524	439.68792	510.10746	656.65055	538.10448	118.55248	78.75971	118.55248	13.11368	0.57728	57.20794	17.5002	7.81E-05	2.68613	1.02E-05	1.32E+07	7.66E-08	27.658	180.77748	6.67E-05	0.00556	2.60E-05	2.37E-05
0.08	10.3099	15.45276	13.87866	30.20952	30.07166	92.4281	4.1624	1.04225	0.39899	0.68475	0.61475	0.4985	0.0505	0.03975	0.029	0.029	0.142	89.83684	3.87621	1.8375	nan	2.015	nan	0.24334	2.25297	0.716	0.018	0.29368	0.003	0.51766	0.61824	0.32633	72.68304	616.79843	625.35346	430.84926	653.67163	389.56181	491.85922	nan	516.52375	432.24258	379.09787	236.09634	404.11135	553.1348	475.74399	443.13849	511.65732	656.59341	537.95006	118.65001	78.39671	118.65001	12.96679	0.57956	57.10688	17.46929	7.80E-05	2.686	1.02E-05	1.31E+07	7.66E-08	27.655	180.62531	6.66E-05	0.00557	2.60E-05	2.37E-05
0.0804	10.1845	15.78247	15.32456	29.61052	29.01995	92.55873	4.04002	1.0481	0.38537	0.68658	0.61292	0.4926	0.0512	0.04056	0.0285	0.0285	0.14274	89.94619	3.72626	1.83814	nan	2.01497	nan	0.24627	2.21977	0.7118	0.01728	0.30853	0.00312	0.50459	0.60335	0.31615	70.54102	616.08166	626.23513	429.29303	651.32912	389.94507	492.258	nan	517.05083	427.64933	385.809	243.70372	408.91786	553.12931	477.91308	439.38086	507.68505	656.68754	538.02966	118.66441	78.45498	118.66441	13.11545	0.57743	57.27463	17.52062	7.81E-05	2.68604	1.02E-05	1.32E+07	7.64E-08	27.6596	181.01631	6.68E-05	0.00556	2.60E-05	2.38E-05
0.0808	10.0591	16.11217	16.77047	29.01152	27.96825	92.68935	3.91764	1.05395	0.37175	0.68841	0.61109	0.4867	0.0519	0.04137	0.028	0.028	0.14348	90.05554	3.57631	1.83878	nan	2.01494	nan	0.2492	2.18657	0.7076	0.01656	0.32339	0.00324	0.49152	0.58846	0.30598	68.399	615.3649	627.1168	427.7368	648.98661	390.32833	492.65677	nan	517.57791	423.05608	392.52012	251.3111	413.72438	553.12382	480.08218	435.62322	503.71277	656.78168	538.10926	118.67881	78.51325	118.67881	13.26412	0.5753	57.44239	17.57195	7.83E-05	2.68608	1.02E-05	1.32E+07	7.62E-08	27.6642	181.40732	6.69E-05	0.00555	2.61E-05	2.38E-05
0.0812	9.9337	16.44187	18.21637	28.41251	26.91655	92.81997	3.79526	1.0598	0.35813	0.69024	0.60926	0.4808	0.0526	0.04218	0.0275	0.0275	0.14422	90.16489	3.42635	1.83942	nan	2.01491	nan	0.25214	2.15337	0.7034	0.01584	0.33824	0.00336	0.47846	0.57357	0.29581	66.25698	614.64814	627.99848	426.18058	646.6441	390.71159	493.05555	nan	518.10498	418.46283	399.23125	258.91848	418.5309	553.11834	482.25128	431.86559	499.74049	656.87581	538.18886	118.69321	78.57151	118.69321	13.41279	0.57316	57.61014	17.62328	7.84E-05	2.68612	1.02E-05	1.33E+07	7.60E-08	27.6688	181.79832	6.70E-05	0.00553	2.61E-05	2.38E-05
0.0816	9.8083	16.77157	19.66228	27.81351	25.86484	92.95059	3.67288	1.06565	0.34451	0.69207	0.60743	0.4749	0.0533	0.04299	0.027	0.027	0.14496	90.27424	3.2764	1.84006	nan	2.01488	nan	0.25507	2.12017	0.6992	0.01512	0.35309	0.00348	0.46539	0.55868	0.28563	64.11496	613.93138	628.88015	424.62435	644.30159	391.09485	493.45432	nan	518.63206	413.86958	405.94238	266.52586	423.33742	553.11285	484.42038	428.10795	495.76822	656.96994	538.26846	118.70761	78.62978	118.70761	13.56145	0.57103	57.77789	17.67461	7.85E-05	2.68616	1.02E-05	1.33E+07	7.58E-08	27.6734	182.18932	6.71E-05	0.00552	2.62E-05	2.39E-05
0.082	9.6829	17.10127	21.10819	27.21451	24.81314	93.08121	3.5505	1.0715	0.33089	0.6939	0.6056	0.469	0.054	0.0438	0.0265	0.0265	0.1457	90.38359	3.12644	1.8407	nan	2.01485	nan	0.258	2.08697	0.695	0.0144	0.36795	0.0036	0.45232	0.54379	0.27546	61.97294	613.21461	629.76182	423.06812	641.95908	391.47811	493.8531	nan	519.15913	409.27633	412.6535	274.13324	428.14394	553.10736	486.58948	424.35032	491.79594	657.06408	538.34807	118.72201	78.68805	118.72201	13.71012	0.5689	57.94564	17.72594	7.86E-05	2.6862	1.02E-05	1.33E+07	7.56E-08	27.678	182.58032	6.73E-05	0.00551	2.62E-05	2.39E-05
0.0824	9.5575	17.43097	22.55409	26.61551	23.76143	93.21183	3.42812	1.07735	0.31727	0.69573	0.60377	0.4631	0.0547	0.04461	0.026	0.026	0.14644	90.49294	2.97649	1.84134	nan	2.01482	nan	0.26094	2.05377	0.6908	0.01368	0.3828	0.00372	0.43926	0.5289	0.26528	59.83092	612.49785	630.6435	421.5119	639.61657	391.86138	494.25187	nan	519.68621	404.68309	419.36463	281.74062	432.95046	553.10187	488.75858	420.59268	487.82367	657.15821	538.42767	118.73641	78.74631	118.73641	13.85879	0.56676	58.11339	17.77727	7.87E-05	2.68624	1.02E-05	1.34E+07	7.54E-08	27.6826	182.97132	6.74E-05	0.0055	2.62E-05	2.39E-05
0.0828	9.4321	17.76067	24	26.0165	22.70973	93.34245	3.30574	1.0832	0.30365	0.69756	0.60194	0.4572	0.0554	0.04542	0.0255	0.0255	0.14718	90.60229	2.82654	1.84198	nan	2.01479	nan	0.26387	2.02057	0.6866	0.01296	0.39765	0.00384	0.42619	0.51401	0.25511	57.68891	611.78109	631.52517	419.95567	637.27406	392.24464	494.65064	nan	520.21328	400.08984	426.07576	289.348	437.75698	553.09638	490.92768	416.83505	483.85139	657.25234	538.50727	118.75081	78.80458	118.75081	14.00746	0.56463	58.28114	17.8286	7.89E-05	2.68628	1.02E-05	1.34E+07	7.52E-08	27.6872	183.36232	6.75E-05	0.00549	2.63E-05	2.40E-05
0.0832	9.3067	18.09037	25.4459	25.4175	21.65802	93.47307	3.18336	1.08905	0.29003	0.69939	0.60011	0.4513	0.0561	0.04623	0.025	0.025	0.14792	90.71164	2.67658	1.84262	nan	2.01476	nan	0.2668	1.98737	0.6824	0.01224	0.41251	0.00396	0.41312	0.49912	0.24494	55.54689	611.06432	632.40684	418.39945	634.93155	392.6279	495.04942	nan	520.74036	395.49659	432.78688	296.95538	442.5635	553.09089	493.09677	413.07741	479.87912	657.34648	538.58687	118.76521	78.86285	118.76521	14.15612	0.5625	58.44889	17.87993	7.90E-05	2.68632	1.02E-05	1.34E+07	7.50E-08	27.6918	183.75333	6.77E-05	0.00548	2.63E-05	2.40E-05
0.0836	9.1813	18.42008	26.89181	24.8185	20.60632	93.60369	3.06098	1.0949	0.27641	0.70122	0.59828	0.4454	0.0568	0.04704	0.0245	0.0245	0.14866	90.82099	2.52663	1.84326	nan	2.01473	nan	0.26974	1.95417	0.6782	0.01152	0.42736	0.00408	0.40006	0.48423	0.23476	53.40487	610.34756	633.28852	416.84322	632.58904	393.01116	495.44819	nan	521.26743	390.90334	439.49801	304.56276	447.37002	553.0854	495.26587	409.31978	475.90684	657.44061	538.66647	118.77961	78.92112	118.77961	14.30479	0.56036	58.61664	17.93126	7.91E-05	2.68636	1.02E-05	1.35E+07	7.48E-08	27.6964	184.14433	6.78E-05	0.00546	2.64E-05	2.41E-05
0.084	9.05589	18.74978	28.33771	24.2195	19.55462	93.73431	2.9386	1.10075	0.26279	0.70305	0.59645	0.4395	0.0575	0.04785	0.024	0.024	0.1494	90.93034	2.37667	1.8439	nan	2.0147	nan	0.27267	1.92097	0.674	0.0108	0.44221	0.0042	0.38699	0.46934	0.22459	51.26285	609.6308	634.17019	415.28699	630.24653	393.39442	495.84697	nan	521.79451	386.31009	446.20914	312.17014	452.17654	553.07992	497.43497	405.56214	471.93456	657.53475	538.74607	118.79401	78.97938	118.79401	14.45346	0.55823	58.78439	17.98259	7.92E-05	2.6864	1.02E-05	1.35E+07	7.46E-08	27.701	184.53533	6.79E-05	0.00545	2.64E-05	2.41E-05
